PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	"Francia Martinez, Jose R; Duran Zuazo, Victor H; Martinez Raya, Armando"				Francia Martinez, Jose Ramon/H-7663-2015	Francia Martinez, Jose Ramon/0000-0003-0251-1501			Environmental impact from mountainous olive orchards under different soil-management systems (SE Spain).								The Science of the total environment				358	1-mar			46	60		10.1016/j.scitotenv.2005.05.036			2006-Apr-1	2006										45	1	0	34	1	46			0048-9697			MEDLINE:15990157	15990157
S	"PulidoBosch, A; Gisbert, J; AlAlwani, G"						"Walling, DE; Probst, JL"		Environmental impact of construction work at the Sierra Nevada ski resort in Spain								HUMAN IMPACT ON EROSION AND SEDIMENTATION		IAHS PUBLICATION			245			49	56					1997	1997						International Symposium S6 on Human Impact on Erosion and Sedimentation, at the 5th Scientific Assembly of the International-Association-of-Hydrological-SciencesInternational Symposium S6 on Human Impact on Erosion and Sedimentation, at the 5th Scientific Assembly of the International-Association-of-Hydrological-Sciences	APR 23-MAY 03, 1997APR 23-MAY 03, 1997	"UNESCO; World Meteorol Org; Moroccan Water Resources Assoc; Int Assoc Hydrol Sci, Int Commiss Continental ErosUNESCO; World Meteorol Org; Moroccan Water Resources Assoc; Int Assoc Hydrol Sci, Int Commiss Continental Eros"	RABAT, MOROCCORABAT, MOROCCO	0	0	0	0	0	0			0144-7815		1-901502-30-9	WOS:A1997BJ43K00006	
J	Alba Tercedor, J.								Ephemerella (Chitonophora) ikonomovi nevadensis n. ssp. de Sierra Nevada, Espana (Ephemeroptera, Ephemerellidae).								Boletin de la Asociacion Espanola de Entomologia				6	2			285	293					1982[1983]	1983										0	0	0	0	0	0			0210-8984			ZOOREC:ZOOR12000031460	
J	TERCEDOR J A								EPHEMERELLA-IKONOMOVI-NEVADENSIS NEW-SUBSPECIES OF SIERRA-NEVADA SPAIN EPHEMEROPTERA EPHEMERELLIDAE								Boletin de la Asociacion Espanola de Entomologia				6				285	294					1982	1982										0	0	0	0	0	0			0210-8984			BIOSIS:PREV198477060205	
J	"Conde-Porcuna, Jose M.; Javier Valdes, Francisco; Romo, Susana; Perez-Martinez, Carmen"				"Conde-Porcuna, Jose/L-9665-2014; Perez-Martinez, Carmen/K-1219-2014"	"Conde-Porcuna, Jose/0000-0002-5074-2796; Perez-Martinez, Carmen/0000-0001-8777-4487"			Ephippial and subitaneous egg abortion: relevance for an obligate parthenogenetic Daphnia population								JOURNAL OF LIMNOLOGY				70	1			69	75		10.3274/JL11-70-1-09			2011	2011										3	0	0	3	0	3			1129-5767			WOS:000294320300009	
J	"Alasaad, S.; Granados, J. E.; Cano-Manuel, F. J.; Meana, A.; Zhu, X. Q.; Perez, J. M."				Angelone-Alasaad, Samer/G-4727-2013	Angelone-Alasaad, Samer/0000-0003-0868-7276			Epidemiology of fasciolosis affecting Iberian ibex (Capra pyrenaica) in southern Spain								PARASITOLOGY RESEARCH				102	4			751	755		10.1007/s00436-007-0830-2			mar-08	2008										9	0	0	7	0	9			0932-0113			WOS:000253522900027	18092179
J	"Verbisck-Bucker, G.; Gonzalez-Candela, M.; Galian, J.; Cubero-Pablo, M. J.; Martin-Atance, P.; Leon-Vizcaino, L."				Galian, Jose/H-6931-2015	Galian, Jose/0000-0002-1415-3767			Epidemiology of Mycoplasma agalactiae infection in free-ranging Spanish ibex (Capra pyrenaica) in Andalusia, southern Spain								JOURNAL OF WILDLIFE DISEASES				44	2			369	380					abr-08	2008										8	0	0	7	0	8			0090-3558			WOS:000255542600015	18436669
J	Ebmer, A.W.								Erganzungen zur Bienenfauna Iberiens. Die Gattungen Halictus, Lasioglossum und Dufourea (Apoidea, Hymenoptera).								Linzer Biologische Beitraege				11	1			117	146					1979	1979										2	0	1	5	0	6			0253-116X			ZOOREC:ZOOR11700021640	
J	"Pepin, E.; Carretier, S.; Herail, G."				"Carretier, Sebastien/D-2960-2009; carretier, sebastien/G-9686-2013"	"Carretier, Sebastien/0000-0001-8336-1263; carretier, sebastien/0000-0001-8336-1263"			Erosion dynamics modelling in a coupled catchment-fan system with constant external forcing								GEOMORPHOLOGY				122	1-feb			78	90		10.1016/j.geomorph.2010.04.029			OCT 1 2010	2010										9	0	0	0	0	9			0169-555X			WOS:000281181800006	
J	"Gil, AJ; Rodriguez-Caderot, G; Lacy, MC; Ruiz, AM; de Galdeano, CS; Alfaro, P"				"Gil, Antonio/L-8173-2014; ALFARO GARCIA, PEDRO/H-2038-2015"	"Gil, Antonio/0000-0003-0351-4106; ALFARO GARCIA, PEDRO/0000-0002-2753-2969"			Establishment of a non-permanent GPS network to monitor the recent NE-SW deformation in the Granada Basin (Betic Cordillera, southern Spain)								STUDIA GEOPHYSICA ET GEODAETICA				46	3			395	409		10.1023/A:1019530716324			jul-02	2002										17	0	0	1	0	17			0039-3169			WOS:000177223000002	
S	"Pimentel, Rafael; Herrero, Javier; Jose Polo, Maria"				"Herrero, Javier/K-6880-2014; Polo, Maria J./L-8018-2014"	"Herrero, Javier/0000-0002-5741-6301; Polo, Maria J./0000-0002-6296-2198"	"Neale, CMU; Maltese, A"		Estimating snow albedo patterns in a Mediterranean site from Landsat TM and ETM plus images								REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY XV		Proceedings of SPIE		8887						88870L	10.1117/12.2029064			2013	2013						Conference on Remote Sensing for Agriculture, Ecosystems, and Hydrology XV part of the 20th International Symposium on Remote SensingConference on Remote Sensing for Agriculture, Ecosystems, and Hydrology XV part of the 20th International Symposium on Remote Sensing	SEP 23-26, 2013SEP 23-26, 2013	Int Soc Opt EngnInt Soc Opt Engn	Dresden, GERMANYDresden, GERMANY	1	0	0	0	0	1			0277-786X		978-0-8194-9756-7	WOS:000328503200016	
S	"Lopez, Gabriel; Javier Batlles, Francisco"				"Lopez Rodriguez, Gabriel/N-2505-2014; "	Lopez Rodriguez, Gabriel/0000-0003-0117-6713	Pitchumani, R		Estimating solar radiation from MODIS data								PROCEEDINGS OF THE SOLARPACES 2013 INTERNATIONAL CONFERENCE		Energy Procedia		49				2362	2369		10.1016/j.egypro.2014.03.250			2014	2014						International Conference of the SolarPACESInternational Conference of the SolarPACES	SEP 17-20, 2013SEP 17-20, 2013	SolarPACESSolarPACES	Las Vegas, NELas Vegas, NE	0	0	0	0	0	0			1876-6102		*****************	WOS:000340733700244	
J	"Lorite, J.; Navarro, F. B.; Valle, F."				"Lorite, Juan/F-4690-2011; Navarro, Francisco/M-2882-2014"	"Lorite, Juan/0000-0003-4617-8069; Navarro, Francisco/0000-0001-8782-6873"			Estimation of threatened orophytic flora and priority of its conservation in the Baetic range (S. Spain)								PLANT BIOSYSTEMS				141	1			1	14		10.1080/11263500601153560			mar-07	2007										12	2	0	14	1	15			1126-3504			WOS:000245637600001	
J	Zamora, R.								Estructura morfologica de una comunidad de Passeriformes de alta montana (Sierra Nevada, SE de Espana).								Ardeola				35	1			71	95					1988	1988										4	0	0	3	0	4			0570-7358			ZOOREC:ZOOR12600002485	
J	Tinaut Ranera, J.A.								Estudio de la mirmecofauna de los Borreguiles de S. Juan (Sierra Nevada, Granada) (Hym. Formicidae).								Boletin de la Asociacion Espanola de Entomologia				3				173	183					1979	1979										1	0	0	0	0	1			0210-8984			ZOOREC:ZOOR11700021576	
J	Pascual, F.								Estudio preliminar de los ortopteros de Sierra Nevada, 3: Distribucion ecologica.								Trabajos y Monografias del Departamento de Zoologia Universidad Granada Nueva Serie				1	2			65	121					1978	1978										1	0	0	1	0	1			0210-6469			ZOOREC:ZOOR11500029014	
J	Pascual, F.								Estudio preliminar de los ortopteros de Sierra Nevada. 1. Introduccion general e inventario de especies.								Boletin de la Asociacion Espanola de Entomologia				1				163	175					1977[1978]	1978										0	0	0	0	0	0			0210-8984			ZOOREC:ZOOR11500015289	
J	Pascual, F.								Estudio preliminar de los ortopteros de Sierra Nevada. 2: Claves para la determinacion de especies.								Trabajos y Monografias del Departamento de Zoologia Universidad Granada Nueva Serie				1	1			1	63					1978	1978										1	0	0	1	0	1			0210-6469			ZOOREC:ZOOR11500028948	
J	Pardo Alcaide, A.								Estudios sobre Meloidae (Coleoptera). 24. Una neuva especie de Mylabris Fabricius (Mylabris platai n. sp.) de Sierra Nevada.								Cuadernos Cienc biol				4	1			45	48					1975	1975										0	0	0	0	0	0						ZOOREC:ZOOR11300015137	
J	"Ibanez-Alamo, Juan D.; Soler, Manuel"								EURASIAN SPARROWHAWK (ACCIPITER NISUS) AS PREDATOR OF EURASIAN BLACKBIRD (TURDUS MERULA) NESTS								JOURNAL OF RAPTOR RESEARCH				46	2			230	232					jun-12	2012										0	0	0	0	0	0			0892-1016			WOS:000305313200015	
J	"Lorite, Juan; Molina-Morales, Mercedes; Maria Canadas, Eva; Ballesteros, Miguel; Penas, Julio"				"Lorite, Juan/F-4690-2011; Canadas, Eva M./A-8928-2011; Penas, Julio/N-4885-2014"	"Lorite, Juan/0000-0003-4617-8069; Canadas, Eva M./0000-0003-1348-553X; Penas, Julio/0000-0001-6102-4610"			Evaluating a vegetation-recovery plan in Mediterranean alpine ski slopes: A chronosequence-based study in Sierra Nevada (SE Spain)								LANDSCAPE AND URBAN PLANNING				97	2			92	97		10.1016/j.landurbplan.2010.04.015			AUG 30 2010	2010										7	0	0	6	1	7			0169-2046			WOS:000280994400004	
J	"Finn, Debra S.; Zamora-Munoz, Carmen; Murria, Cesc; Sainz-Bariain, Marta; Alba-Tercedor, Javier"				"Zamora-Munoz, Carmen/K-7050-2014; Murria, Cesc/L-4620-2013"	"Zamora-Munoz, Carmen/0000-0002-3037-1529; Murria, Cesc/0000-0003-4319-0804"			Evidence from recently deglaciated mountain ranges that Baetis alpinus (Ephemeroptera) could lose significant genetic diversity as alpine glaciers disappear								FRESHWATER SCIENCE				33	1			207	216		10.1086/674361			mar-14	2014										5	0	0	4	0	5			2161-9549	2161-9565		WOS:000332322400019	
J	"Barea-Arco, J; Perez-Martinez, C; Morales-Baquero, R"				"Perez-Martinez, Carmen/K-1219-2014; "	"Perez-Martinez, Carmen/0000-0001-8777-4487; Morales Baquero, Rafael/0000-0002-7075-7899"			Evidence of a mutualistic relationship between an algal epibiont and its host, Daphnia pulicaria								LIMNOLOGY AND OCEANOGRAPHY				46	4			871	881					jun-01	2001										27	0	1	26	1	29			0024-3590			WOS:000169214600012	
J	"Pulido-Villena, Elvira; Reche, Isabel; Morales-Baquero, Rafael"				"Reche, Isabel/K-7120-2014; "	"Reche, Isabel/0000-0003-2908-1724; Morales Baquero, Rafael/0000-0002-7075-7899"			Evidence of an atmospheric forcing on bacterioplankton and phytoplankton dynamics in a high mountain lake								AQUATIC SCIENCES				70	1			1	9		10.1007/s00027-007-0944-8			abr-08	2008										21	0	0	17	0	21			1015-1621			WOS:000254755900001	
J	"Adjemian, Jennifer Zipser; Adjemian, Michael K.; Foley, Patrick; Chomel, Bruno B.; Kasten, Rickie W.; Foley, Janet E."								Evidence of multiple zoonotic agents in a wild rodent community in the eastern sierra Nevada								JOURNAL OF WILDLIFE DISEASES				44	3			737	742					jul-08	2008										9	0	0	8	0	9			0090-3558			WOS:000258668600026	18689664
J	"Gomez-Ortiz, Antonio; Palacios, David; Schulte, Lothar; Salvador-Franch, Ferran; Plana-Castellvi, Josep A."				PALACIOS, DAVID/H-3737-2015	PALACIOS, DAVID/0000-0002-8289-0398			EVIDENCES FROM HISTORICAL DOCUMENTS OF LANDSCAPE EVOLUTION AFTER LITTLE ICE AGE OF A MEDITERRANEAN HIGH MOUNTAIN AREA, SIERRA NEVADA, SPAIN (EIGHTEENTH TO TWENTIETH CENTURIES)								GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY				91A	4			279	289					2009	2009										6	0	0	2	0	6			0435-3676			WOS:000272836700005	
J	"Zamora, R.; Camacho, I."								Evolucion estacional de la comunidad de aves en un encinar de Sierra Nevada.								Donana Acta Vertebrata				11	1			25	43					1984	1984										2	0	0	1	0	2			0210-5985			ZOOREC:ZOOR12100021520	
J	"Zamora, R.; Camacho, I."								Evolucion estacional de la comunidad de aves en un robledal de Sierra Nevada.								Donana Acta Vertebrata				11	2			129	150					1984	1984										4	0	0	4	0	4			0210-5985			ZOOREC:ZOOR12300005150	
J	"Gonzalez Moline, A.L.; Tinaut Ranera, J.A.; Gomez Sanchez, R."								Evolucion estacional de la entomofauna del suelo en un robledal (Quercus pyrenaica Willde) de Sierra Nevada.								Actas do Congresso Iberico de Entomologia				3				557	575					Diciembre 1988	1988										0	0	0	0	0	0						ZOOREC:ZOOR13000048338	
J	"Pedrera, Antonio; Galindo-Zaldivar, Jesus; Lamas, Francisco; Ruiz-Constan, Ana"				"Galindo-Zaldivar, Jesus/K-3640-2012; RUIZ-CONSTAN, ANA/L-4634-2014; Pedrera, Antonio/L-6463-2014"	"Galindo-Zaldivar, Jesus/0000-0002-3493-2637; RUIZ-CONSTAN, ANA/0000-0002-0920-6369; Pedrera, Antonio/0000-0003-1990-9292"			Evolution of near-surface ramp-flat-ramp normal faults and implication during intramontane basin formation in the eastern Betic Cordillera (the Huercal-Overa Basin, SE Spain)								TECTONICS				31						TC4024	10.1029/2012TC003130			AUG 23 2012	2012										4	0	0	1	0	4			0278-7407			WOS:000308065000001	
J	"Molero Mesa, Joaquin; Fernandez Calzado, Ma Rosa"								Evolution of the high mountain flora of Sierra Nevada (1837-2009)								ACTA BOTANICA GALLICA				157	4			659	667					dic-10	2010										0	0	0	2	0	2			1253-8078			WOS:000285855600007	
J	"Azanon, JM; Garcia-Duenas, V; Goffe, B"				"goffe, bruno/B-4405-2011; "	Azanon, Jose Miguel/0000-0001-7834-5816			Exhumation of high-pressure metapelites and coeval crustal extension in the Alpujarride complex (Betic Cordillera)								TECTONOPHYSICS				285	3-abr			231	252		10.1016/S0040-1951(97)00273-4			FEB 28 1998	1998						7th Meeting of the European-Union-of-Geosciences7th Meeting of the European-Union-of-Geosciences	MAR, 1995MAR, 1995	European Union GeosciEuropean Union Geosci	STRASBOURG, FRANCESTRASBOURG, FRANCE	48	0	0	0	0	48			0040-1951			WOS:000072607400003	
J	PUGA, E								EXISTENCE OF ECLOGITES IN SIERRA-NEVADA COMPLEX (BETIC CORDILLERAS, SOUTH OF SPAIN) AND THEIR PROBABLE ORIGIN IN MESOZOIC-OCEANIC CRUST								COMPTES RENDUS HEBDOMADAIRES DES SEANCES DE L ACADEMIE DES SCIENCES SERIE D				285	16			1379	1382					1977	1977										28	0	0	1	0	28						WOS:A1977EJ85400003	
J	"Gomez, JM; Zamora, R; Hodar, JA; Garcia, D"				Garcia, Daniel/A-1236-2011	Garcia, Daniel/0000-0002-7334-7836			Experimental study of pollination by ants in Mediterranean high mountain and arid habitats								OECOLOGIA				105	2			236	242					ene-96	1996										63	1	2	66	3	69			0029-8549			WOS:A1996TV59300014	
J	"Castro, Jorge; Moreno-Rueda, Gregorio; Hodar, Jose A."				"Moreno-Rueda, Gregorio/K-7068-2014; Castro, Jorge/M-1509-2014"	"Moreno-Rueda, Gregorio/0000-0002-6726-7215; Castro, Jorge/0000-0002-6362-2240"			Experimental Test of Postfire Management in Pine Forests: Impact of Salvage Logging versus Partial Cutting and Nonintervention on Bird-Species Assemblages								CONSERVATION BIOLOGY				24	3			810	819		10.1111/j.1523-1739.2009.01382.x			jun-10	2010										34	0	0	32	0	34			0888-8892			WOS:000277690900024	20015262
J	"Montero, FE; Acosta, RM; Pozo, BG; Ruiz, PB; Mendez, JL; Rivas, SA; Martin, JI"				Mavoa, Suzanne/B-5372-2010				Exposure to Mycobacterium tuberculosis during a bus travel								MEDICINA CLINICA				116	5			182	185					FEB 10 2001	2001										6	0	0	1	0	6			0025-7753			WOS:000167430900005	
S	"Perez-Palazon, M. J.; Pimentel, R.; Herrero, J.; Aguilar, C.; Perales, J. M.; Polo, M. J."				Polo, Maria J./L-8018-2014	Polo, Maria J./0000-0002-6296-2198	"Cudennec, C; Eicker, A; Pilon, P; Stoffel, M; Viglione, A; Xu, Z"		Extreme values of snow-related variables in Mediterranean regions: trends and long-term forecasting in Sierra Nevada (Spain)								EXTREME HYDROLOGICAL EVENTS		Proceedings of the International Association of Hydrological Sciences (IAHS)		369				157	162		10.5194/piahs-369-157-2015			2015	2015						Joint Inter-Association Symposium on Extreme Hydrological EventsJoint Inter-Association Symposium on Extreme Hydrological Events	JUN 22-JUL 02, 2015JUN 22-JUL 02, 2015		Prague, CZECH REPUBLICPrague, CZECH REPUBLIC	0	0	0	0	0	0			2199-899X		*****************	WOS:000365023000025	
J	"Fornieles-Callejon, J.; Salinas, A.; Toledo-Redondo, S.; Porti, J.; Mendez, A.; Navarro, E. A.; Morente-Molinera, J. A.; Soto-Aranaz, C.; Ortega-Cayuela, J. S."				"Morente-Molinera, Juan Antonio/F-2256-2016; Porti Duran, Jorge Andres/C-6843-2012; "	"Morente-Molinera, Juan Antonio/0000-0002-2729-6900; Porti Duran, Jorge Andres/0000-0002-2107-7205; Soto-Aranaz Gonzalez, Carolina/0000-0002-6395-4990"			Extremely low frequency band station for natural electromagnetic noise measurement								RADIO SCIENCE				50	3			191	201		10.1002/2014RS005567			mar-15	2015										0	0	0	0	0	0			0048-6604	1944-799X		WOS:000353686900002	
J	"Gomez-Aparicio, Lorena; Zamora, Regino; Castro, Jorge; Hodar, Jose A."				Castro, Jorge/M-1509-2014	Castro, Jorge/0000-0002-6362-2240			Facilitation of tree saplings by nurse plants: Microhabitat amelioration or protection against herbivores?								JOURNAL OF VEGETATION SCIENCE				19	2			161	172		10.3170/2007-8-18347			abr-08	2008										56	0	1	52	1	58			1100-9233			WOS:000253120500002	
J	"Gonzalez-Megias, Adela; Maria Gomez, Jose; Sanchez-Pinero, Francisco"				Sanchez Pinero, Francisco/L-2629-2014				Factors determining beetle richness and composition along an altitudinal gradient in the high mountains of the Sierra Nevada National Park (Spain)								ECOSCIENCE				15	4			429	441		10.2980/15-4-3105			2008	2008										9	0	0	7	0	9			1195-6860			WOS:000261940600003	
J	"Fernandez-Escudero, I; Tinaut, A"								Factors determining nest distribution in the high-mountain ant Proformica longiseta (Hymenoptera Formicidae)								ETHOLOGY ECOLOGY & EVOLUTION				11	4			325	338					dic-99	1999										14	1	0	13	0	15			0394-9370	1828-7131		WOS:000084594700002	
J	"Hodar, JA; Zamora, R; Castro, J; Baraza, E"				"Castro, Jorge/M-1509-2014; Baraza, Elena/H-2546-2015"	"Castro, Jorge/0000-0002-6362-2240; Baraza, Elena/0000-0002-2928-3978"			Feast and famine: previous defoliation limiting survival of pine processionary caterpillar Thaumetopoea pityocampa in Scots pine Pinus sylvestris								ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY				26	3			203	210		10.1016/j.actao.2004.05.004			dic-04	2004										19	1	0	17	0	19			1146-609X			WOS:000225787900006	
J	"Padial, JM; Avila, E; Gil-Sanchez, JM"								Feeding habits and overlap among red fox (Vulpes vulpes) and stone marten (Martes foina) in two Mediterranean mountain habitats								MAMMALIAN BIOLOGY				67	3			137	146		10.1078/1616-5047-00021			2002	2002										30	0	0	30	0	35			1616-5047			WOS:000176123500002	
J	"Madero Montero, A.; Tinaut Ranera, A."								Fenologia de los vespidos (Hym. Vespidae) en Sierra Nevada (Granada, Espana).								Boletin de la Asociacion Espanola de Entomologia				11				159	169					1987	1987										1	0	0	0	0	1			0210-8984			ZOOREC:ZOOR12400059241	
J	"Nieto Feliner, Gonzalo; Gutierrez Larena, Belen; Fuertes Aguilar, Javier"				Fuertes Aguilar, Javier/A-3974-2010	Fuertes Aguilar, Javier/0000-0001-5649-4845			Fine-scale geographical structure, intra-individual polymorphism and recombination in nuclear ribosomal internal transcribed spacers in Armeria (Plumbaginaceae).								Annals of Botany (London)				93	2			189	200		10.1093/aob/mch027			feb-04	2004										15	0	0	15	0	15			0305-7364			BIOSIS:PREV200400229160	14707002
J	"Viedma, Olga; Quesada, Juan; Torres, Ivan; De Santis, Angela; Moreno, Jose M."				"Moreno, JOSE/M-5578-2015; Viedma, Olga/F-6920-2016; Torres, Ivan/G-1682-2016"	"Moreno, JOSE/0000-0002-3729-9523; Viedma, Olga/0000-0003-4614-3827; Torres, Ivan/0000-0003-3014-3451"			Fire Severity in a Large Fire in a Pinus pinaster Forest is Highly Predictable from Burning Conditions, Stand Structure, and Topography								ECOSYSTEMS				18	2			237	250		10.1007/s10021-014-9824-y			mar-15	2015										1	0	0	1	0	1			1432-9840	1435-0629		WOS:000350880400005	
J	"Garrido, J.A.; Irurita, J.M.; Olvera, S.; Tortosa, E.; Valdivieso, O.; Lopez-Sanjuan, R.; Seminario, Y.; Acevedo, J."								First data from Barbastella barbastellus (Schreber, 1774) (Chiroptera, Vespertilionidae) in Sierra Nevada (Granada, Espana).				Primera cita de Barbastella barbastellus (Schreber, 1774) (Chiroptera, Vespertilionidae) en Sierra Nevada (Granada, Espana).				Acta Granatense				4-may				57	58					2006	2006										0	0	0	0	0	0			1695-6370			ZOOREC:ZOOR14604027768	
